iter	Passed	Remaining
865	1052	162
866	1053	161
867	1054	160
868	1055	159
869	1056	157
870	1057	156
871	1058	155
872	1059	154
873	1060	152
874	1061	151
875	1062	150
876	1063	149
877	1064	147
878	1065	146
879	1066	145
880	1067	144
881	1068	142
882	1069	141
883	1070	140
884	1071	139
885	1072	138
886	1073	136
887	1074	135
888	1075	134
889	1076	133
890	1077	131
891	1078	130
892	1079	129
893	1080	128
894	1081	126
895	1082	125
896	1083	124
897	1084	123
898	1085	121
899	1086	120
900	1087	119
901	1088	118
902	1089	117
903	1090	115
904	1092	114
905	1093	113
906	1094	112
907	1095	110
908	1096	109
909	1097	108
910	1098	107
911	1099	106
912	1100	104
913	1101	103
914	1102	102
915	1103	101
916	1104	99
917	1105	98
918	1106	97
919	1107	96
920	1108	95
921	1109	93
922	1110	92
923	1111	91
924	1112	90
925	1113	88
926	1114	87
927	1115	86
928	1116	85
929	1117	84
930	1118	82
931	1119	81
932	1120	80
933	1121	79
934	1122	78
935	1123	76
936	1124	75
937	1125	74
938	1126	73
939	1127	71
940	1128	70
941	1129	69
942	1130	68
943	1131	67
944	1132	65
945	1133	64
946	1134	63
947	1135	62
948	1136	61
949	1137	59
950	1138	58
951	1139	57
952	1140	56
953	1141	55
954	1142	53
955	1143	52
956	1144	51
957	1145	50
958	1146	49
959	1147	47
960	1148	46
961	1149	45
962	1150	44
963	1151	42
964	1152	41
965	1153	40
966	1154	39
967	1155	38
968	1156	36
969	1157	35
970	1158	34
971	1160	33
972	1161	32
973	1162	31
974	1163	29
975	1164	28
976	1165	27
977	1166	26
978	1167	25
979	1168	23
980	1169	22
981	1170	21
982	1171	20
983	1172	19
984	1173	17
985	1174	16
986	1175	15
987	1176	14
988	1177	13
989	1178	11
990	1179	10
991	1180	9
992	1181	8
993	1182	7
994	1183	5
995	1184	4
996	1185	3
997	1186	2
998	1187	1
999	1188	0
